best_epoch,best_val_loss_model_space,config_alignn_layers,config_batch_size,config_gcn_layers,config_hidden_features,config_loss,config_lr,config_weight_decay,done_x,elapsed_seconds,epoch,iterations_since_restore,run_group,time_since_restore,time_this_iter_s,time_total_s,train_loss_model_space,training_iteration,trial_id,trial_name,val_loss_model_space,val_mae,val_r2,val_rmse,trial_id_short,trial_order_within_shard,selected_best_epoch,selected_val_loss_model_space,max_epoch,reported_rows,final_time_total_s,status,done_y,trial_order
16,0.1161164645716626,3,4,4,192,smoothl1,0.0013362791410105,3.4230428668878883e-06,True,232.5804145336151,16,16,group_B,234.08097624778748,14.505495309829712,234.08097624778748,0.222943473035878,16,bb9713d8,"trainable_bb9713d8_19_alignn_layers=3,batch_size=4,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0013,weight_decay=0.0000_2026-07-09_02-36-18",0.1161164645716626,0.5272101026268522,0.6999984524677274,0.6616435920447892,bb9713d8,19,16,0.1161164645716626,16,16,234.08097624778748,ASHA-stopped,True,49
42,0.0561741440256357,4,8,4,256,smoothl1,0.0005353246667804,8.127041904785736e-06,False,471.07547903060913,42,42,group_A,472.5415403842926,11.172651767730711,472.5415403842926,0.0418876875449435,42,2e9a6b09,"trainable_2e9a6b09_30_alignn_layers=4,batch_size=8,gcn_layers=4,hidden_features=256,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-36-05",0.0561741440256357,0.3271874553134207,0.8412543495009672,0.481297139639355,2e9a6b09,30,42,0.0561741440256357,50,50,562.1484055519104,full-budget,True,50
33,0.0635741689395179,1,8,2,128,smoothl1,0.0009542139725385,6.6065417977184805e-06,False,277.81673669815063,33,33,group_B,279.3039879798889,8.365644454956055,279.3039879798889,0.0764559160272999,33,27088283,"trainable_27088283_21_alignn_layers=1,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_02-36-35",0.0635741689395179,0.3476715348871617,0.8325316368743154,0.4943434122162241,27088283,21,33,0.0635741689395179,50,50,422.6196596622467,full-budget,True,51
29,0.0639185852041004,1,8,2,128,smoothl1,0.0009556845800702,7.016080097505726e-06,False,246.2462103366852,29,29,group_B,247.76576495170593,8.632712125778198,247.76576495170593,0.0863467456062935,29,9cca3e8f,"trainable_9cca3e8f_22_alignn_layers=1,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_02-37-01",0.0639185852041004,0.3594684442409538,0.8337907954474251,0.4924814748841145,9cca3e8f,22,29,0.0639185852041004,32,32,273.1999444961548,ASHA-stopped,True,52
13,0.1140559607988627,3,8,3,256,smoothl1,0.0009720314805608,4.453311805951124e-06,False,130.74036765098572,13,13,group_A,132.27415823936462,10.15625262260437,132.27415823936462,0.1989494178117969,13,d0bc1141,"trainable_d0bc1141_31_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_02-36-50",0.1140559607988627,0.5166326885487804,0.6998045826070662,0.6618573443326278,d0bc1141,31,13,0.1140559607988627,16,16,162.5150957107544,ASHA-stopped,True,53
31,0.0717892448452335,1,8,4,64,smoothl1,0.0011916017168942,1.5303579733537907e-06,False,277.81781697273254,31,31,group_A,279.32149028778076,8.991828203201294,279.32149028778076,0.0933591217450047,31,38230aba,"trainable_38230aba_32_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=64,loss=smoothl1,lr=0.0012,weight_decay=0.0000_2026-07-09_02-37-50",0.0717892448452335,0.3638080305886663,0.8029614549804438,0.5362137659405296,38230aba,32,31,0.0717892448452335,32,32,288.1814138889313,ASHA-stopped,True,54
27,0.0817847483885036,1,8,3,64,smoothl1,0.0003042824612872,9.778203833619932e-05,False,232.05303812026975,27,27,group_A,233.58422994613647,8.52203917503357,233.58422994613647,0.1030670493654784,27,2d63ad83,"trainable_2d63ad83_33_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0003,weight_decay=0.0001_2026-07-09_02-38-22",0.0817847483885036,0.4146624795157366,0.7876168344255439,0.5567015212856514,2d63ad83,33,27,0.0817847483885036,32,32,276.34081196784973,ASHA-stopped,True,55
29,0.067541240088681,3,8,2,128,smoothl1,0.0006257559947953,2.046426011745671e-06,False,284.2231414318085,29,29,group_B,285.7060363292694,9.760700225830078,285.7060363292694,0.0891288366705826,29,3a23171d,"trainable_3a23171d_23_alignn_layers=3,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-37-49",0.067541240088681,0.369411593855246,0.8216229487233986,0.5101898960361589,3a23171d,23,29,0.067541240088681,32,32,315.3379943370819,ASHA-stopped,True,56
42,0.0582602308599879,1,8,3,128,smoothl1,0.0016113626688719,1.0703102465971344e-05,False,368.865168094635,42,42,group_A,370.31696939468384,8.822047710418701,370.31696939468384,0.0472698882999299,42,d228178a,"trainable_d228178a_34_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0016,weight_decay=0.0000_2026-07-09_02-38-45",0.0582602308599879,0.3270584094444752,0.8470317740363175,0.4724577509758871,d228178a,34,42,0.0582602308599879,50,50,440.4685175418854,full-budget,True,57
27,0.0653383169944087,1,8,3,128,smoothl1,0.0010842170690139,1.0108588071791103e-06,False,236.15730953216553,27,27,group_B,237.63453435897827,8.697997093200684,237.63453435897827,0.105826229529015,27,608488ac,"trainable_608488ac_24_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0011,weight_decay=0.0000_2026-07-09_02-39-56",0.0653383169944087,0.3431576288138701,0.8161825372018255,0.5179117295243985,608488ac,24,27,0.0653383169944087,32,32,281.51742601394653,ASHA-stopped,True,58
42,0.054830474305957,1,8,3,128,smoothl1,0.0019519043375186,1.1078843479060028e-05,False,366.7478380203247,42,42,group_A,368.25381422042847,8.832189321517944,368.25381422042847,0.0447333345580245,42,b807e368,"trainable_b807e368_35_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0020,weight_decay=0.0000_2026-07-09_02-39-59",0.054830474305957,0.3094630295617167,0.8530954207109385,0.4629989756118403,b807e368,35,42,0.054830474305957,50,50,438.3122615814209,full-budget,True,59
50,0.0636031920652067,1,8,3,128,smoothl1,0.0003179893913472,6.217148326021816e-06,True,436.1369888782501,50,50,group_A,437.5968458652496,8.834973096847534,437.5968458652496,0.0641005174983403,50,d202a10a,"trainable_d202a10a_36_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_02-40-36",0.0636031920652067,0.3511362332304581,0.8302792104399496,0.4976567339245885,d202a10a,36,50,0.0636031920652067,50,50,437.5968458652496,full-budget,True,60
41,0.0623452092259728,1,8,3,128,smoothl1,0.0004141015728653,2.3553863061585235e-05,False,356.35399627685547,41,41,group_A,357.83701157569885,8.60719347000122,357.83701157569885,0.0590522377111061,41,b0540049,"trainable_b0540049_37_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_02-41-41",0.0623452092259728,0.3420989066602592,0.8295710288711801,0.4986939210934225,b0540049,37,41,0.0623452092259728,50,50,436.0114626884461,full-budget,True,61
13,0.1236044728448466,1,8,2,128,smoothl1,0.0003065109969656,4.699425043739124e-06,False,111.84375,13,13,group_B,113.4497401714325,8.537590265274048,113.4497401714325,0.1681342488982475,13,1d8092d2,"trainable_1d8092d2_25_alignn_layers=1,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_02-40-27",0.1236044728448466,0.5212998598018423,0.6726921086330027,0.6910995359822508,1d8092d2,25,13,0.1236044728448466,16,16,139.24826335906982,ASHA-stopped,True,62
32,0.0770531986204404,1,8,3,64,smoothl1,0.0005836862163172,1.211627316584993e-06,True,277.59773230552673,32,32,group_A,279.0927836894989,8.74462890625,279.0927836894989,0.0847587506479931,32,585fc241,"trainable_585fc241_38_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-42-00",0.0770531986204404,0.387915422376558,0.7815004400845745,0.5646608096828012,585fc241,38,32,0.0770531986204404,32,32,279.0927836894989,ASHA-stopped,True,63
14,0.1025094946737958,2,8,3,64,smoothl1,0.0004989764122241,4.4279684812918585e-05,False,129.58055448532104,14,14,group_A,131.16603446006775,9.322315692901611,131.16603446006775,0.1597779223976204,14,4a5a79ed,"trainable_4a5a79ed_39_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-43-13",0.1025094946737958,0.4734867544163828,0.7260655416528694,0.6322454260671793,4a5a79ed,39,14,0.1025094946737958,16,16,149.57326292991638,ASHA-stopped,True,64
31,0.0717937917517567,2,8,3,256,smoothl1,0.000804845955187,9.772952233140228e-05,False,292.0741949081421,31,31,group_B,293.565505027771,9.391003847122192,293.565505027771,0.0791373441879925,31,ecb59fb8,"trainable_ecb59fb8_26_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0008,weight_decay=0.0001_2026-07-09_02-42-25",0.0717937917517567,0.3704876150434219,0.8117413235848762,0.5241310201681555,ecb59fb8,26,31,0.0717937917517567,32,32,302.94782304763794,ASHA-stopped,True,65
7,0.2952566804393889,1,8,1,64,mse,0.000755775929708,9.514042534660971e-05,False,56.05517554283142,7,7,group_A,57.65456748008728,7.917981624603272,57.65456748008728,0.5682810373687681,7,f3aeae68,"trainable_f3aeae68_40_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0008,weight_decay=0.0001_2026-07-09_02-43-25",0.2952566804393889,0.5741877326280148,0.6231134312522297,0.7415965377212994,f3aeae68,40,7,0.2952566804393889,8,8,65.42296814918518,ASHA-stopped,True,66
49,0.0591471109381586,3,8,2,128,smoothl1,0.0008422698220869,5.8184619769211886e-06,False,485.2193567752838,49,49,group_B,486.6811437606811,9.84073543548584,486.6811437606811,0.0564464356099121,49,406d2199,"trainable_406d2199_27_alignn_layers=3,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0008,weight_decay=0.0000_2026-07-09_02-44-07",0.0591471109381586,0.3348661544602386,0.8406852173297874,0.4821591368326699,406d2199,27,49,0.0591471109381586,50,50,496.6845061779022,full-budget,True,67
6,0.1481409519122391,3,8,3,128,smoothl1,0.0003135944688581,2.0330683495164715e-06,False,61.0140905380249,6,6,group_B,62.57911801338196,10.32392430305481,62.57911801338196,0.2029166483051138,6,1d388eb2,"trainable_1d388eb2_28_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_02-44-47",0.1481409519122391,0.5772720165011512,0.6089393272671859,0.7554129658945898,1d388eb2,28,6,0.1481409519122391,8,8,83.06860637664795,ASHA-stopped,True,68
13,0.1021005213851966,1,8,2,128,smoothl1,0.0005853660950794,1.1288543522481463e-05,False,109.88311910629272,13,13,group_B,111.41439247131348,8.409295797348022,111.41439247131348,0.1649625209712566,13,a7fa868e,"trainable_a7fa868e_29_alignn_layers=1,batch_size=8,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-45-12",0.1021005213851966,0.470858740176871,0.7355876832204251,0.6211596033942733,a7fa868e,29,13,0.1021005213851966,16,16,136.81250524520874,ASHA-stopped,True,69
28,0.0698104735030226,4,8,3,64,smoothl1,0.0014127386582055,2.0055241403992863e-06,False,294.53390645980835,28,28,group_A,296.0765917301178,10.576395988464355,296.0765917301178,0.1124192434973117,28,0ada9554,"trainable_0ada9554_41_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0014,weight_decay=0.0000_2026-07-09_02-44-33",0.0698104735030226,0.3721334535238116,0.8161607591432339,0.5179424088128659,0ada9554,41,28,0.0698104735030226,32,32,338.1329162120819,ASHA-stopped,True,70
7,0.142803991440112,1,8,3,64,smoothl1,0.0006161026824601,3.903872074794809e-06,False,59.797091245651245,7,7,group_A,61.34097194671631,8.497030973434448,61.34097194671631,0.2062072545937443,7,f9fb4177,"trainable_f9fb4177_42_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-45-42",0.142803991440112,0.574775884698395,0.6286786586224822,0.7361008489046206,f9fb4177,42,7,0.142803991440112,8,8,69.68362998962402,ASHA-stopped,True,71
6,0.3227995811473755,2,8,1,64,mse,0.001115415040771,6.331417377268497e-05,False,52.071105003356934,6,6,group_A,53.63412427902222,8.490705490112305,53.63412427902222,0.5607184425555537,6,76c9bd23,"trainable_76c9bd23_43_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0011,weight_decay=0.0001_2026-07-09_02-45-58",0.3227995811473755,0.5991164248632808,0.5879557047412085,0.7754152109768808,76c9bd23,43,6,0.3227995811473755,8,8,70.71738505363464,ASHA-stopped,True,72
24,0.0701059633915228,3,8,3,128,smoothl1,0.0006977313102121,1.025173222243496e-06,False,246.932195186615,24,24,group_B,248.44318985939023,10.234373092651367,248.44318985939023,0.1060884892008585,24,17d2786e,"trainable_17d2786e_30_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_02-45-14",0.0701059633915228,0.3856171126283341,0.8159205415966039,0.518280688706326,17d2786e,30,24,0.0701059633915228,32,32,330.74191975593567,ASHA-stopped,True,73
6,0.16374318944241,1,4,3,64,smoothl1,0.0008896800390509,3.9701861486812176e-05,False,67.93989658355713,6,6,group_A,69.57599830627441,11.395562887191772,69.57599830627441,0.2587881877103036,6,b153a7af,"trainable_b153a7af_44_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-46-15",0.16374318944241,0.6194990027611925,0.5681257839431828,0.793854665431735,b153a7af,44,6,0.16374318944241,8,8,92.51197266578674,ASHA-stopped,True,74
8,0.2807111620272278,4,8,3,64,mse,0.000715521482205,3.7095450811052512e-06,True,84.72312617301941,8,8,group_A,86.31948614120483,10.514676809310911,86.31948614120483,0.5290310682435817,8,a5f0b430,"trainable_a5f0b430_45_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=64,loss=mse,lr=0.0007,weight_decay=0.0000_2026-07-09_02-47-11",0.2807111620272278,0.5730999017811257,0.6416803592417921,0.7230988490436105,a5f0b430,45,8,0.2807111620272278,8,8,86.31948614120483,ASHA-stopped,True,75
7,0.1540520779354862,1,4,1,64,smoothl1,0.0004354658673242,1.0272142191825222e-06,False,68.34055280685425,7,7,group_A,69.94462013244629,9.614084482192991,69.94462013244629,0.2665300466380204,7,0dfea473,"trainable_0dfea473_46_alignn_layers=1,batch_size=4,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_02-47-23",0.1540520779354862,0.5891890474513197,0.5943900344071306,0.7693370921882422,0dfea473,46,7,0.1540520779354862,8,8,79.72175931930542,ASHA-stopped,True,76
7,0.1121506552413973,1,8,2,256,smoothl1,0.0011904995361662,8.954999234186714e-06,False,60.10666704177856,7,7,group_B,61.753148794174194,8.890967845916748,61.753148794174194,0.2038405490616107,7,1e722bff,"trainable_1e722bff_31_alignn_layers=1,batch_size=8,gcn_layers=2,hidden_features=256,loss=smoothl1,lr=0.0012,weight_decay=0.0000_2026-07-09_02-46-38",0.1121506552413973,0.4937912370456805,0.7034966915346118,0.6577746544358252,1e722bff,31,7,0.1121506552413973,16,16,138.5862579345703,ASHA-stopped,True,77
6,0.1605316583244573,2,8,3,192,smoothl1,0.0008026375451537,5.7129233765009474e-05,False,58.19830584526062,6,6,group_A,59.80511927604675,9.794933795928957,59.80511927604675,0.2090069302544733,6,f2ebc1cd,"trainable_f2ebc1cd_47_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=192,loss=smoothl1,lr=0.0008,weight_decay=0.0001_2026-07-09_02-47-29",0.1605316583244573,0.5848627012693034,0.5629549157386915,0.798592970674046,f2ebc1cd,47,6,0.1605316583244573,8,8,79.19298148155212,ASHA-stopped,True,78
7,0.2739160843784847,4,8,2,128,mse,0.0019334590000548,1.0699037848330158e-05,False,73.93364095687866,7,7,group_A,75.52945590019226,10.46416687965393,75.52945590019226,0.522196185106192,7,9204b1d8,"trainable_9204b1d8_48_alignn_layers=4,batch_size=8,gcn_layers=2,hidden_features=128,loss=mse,lr=0.0019,weight_decay=0.0000_2026-07-09_02-47-55",0.2739160843784847,0.5754226189915078,0.6503540731296777,0.7142933385535921,9204b1d8,48,7,0.2739160843784847,8,8,86.26340961456299,ASHA-stopped,True,79
16,0.1228922719244288,1,4,3,128,smoothl1,0.0017977454894365,1.5062007907259195e-05,True,185.60329341888428,16,16,group_A,187.17059326171875,11.683271884918211,187.17059326171875,0.2280243230521325,16,bed4a569,"trainable_bed4a569_49_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0018,weight_decay=0.0000_2026-07-09_02-47-58",0.1228922719244288,0.5230273280311813,0.6609716027132772,0.703364429693512,bed4a569,49,16,0.1228922719244288,16,16,187.17059326171875,ASHA-stopped,True,80
8,0.3138371669741535,1,8,1,128,mse,0.0013446808116278,1.2587360087725135e-05,True,64.73646426200867,8,8,group_A,66.36467552185059,8.051763772964478,66.36467552185059,0.5162967082856124,8,6fcd7b39,"trainable_6fcd7b39_50_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=128,loss=mse,lr=0.0013,weight_decay=0.0000_2026-07-09_02-48-47",0.3138371669741535,0.5887494319781412,0.5993959764003213,0.7645748650400718,6fcd7b39,50,8,0.3138371669741535,8,8,66.36467552185059,ASHA-stopped,True,81
7,0.1498009710715561,2,4,2,128,smoothl1,0.0009009957285093,2.0820313874687885e-05,False,83.82358837127686,7,7,group_A,85.43917036056519,12.05036211013794,85.43917036056519,0.2575017082283593,7,e8378629,"trainable_e8378629_51_alignn_layers=2,batch_size=4,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-48-52",0.1498009710715561,0.5809595907484304,0.6018451450596554,0.7622340951633114,e8378629,51,7,0.1498009710715561,8,8,97.36380171775818,ASHA-stopped,True,82
7,0.1423561889973897,1,8,4,128,smoothl1,0.0010742263318413,7.318175817018725e-05,False,65.24294185638428,7,7,group_A,66.87119626998901,9.531199216842651,66.87119626998901,0.2018839935180464,7,2a437399,"trainable_2a437399_52_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=128,loss=smoothl1,lr=0.0011,weight_decay=0.0001_2026-07-09_02-48-55",0.1423561889973897,0.5874701805564618,0.6306695736892679,0.7341248192442896,2a437399,52,7,0.1423561889973897,8,8,76.17283844947815,ASHA-stopped,True,83
15,0.1171245939201778,2,8,3,128,smoothl1,0.0005669776283993,4.84870243245815e-06,False,141.86022019386292,15,15,group_B,143.36554431915283,9.429152011871338,143.36554431915283,0.1554512952560457,15,ed033aad,"trainable_ed033aad_32_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-47-34",0.1171245939201778,0.5161134840090089,0.6905104567921255,0.6720248819544387,ed033aad,32,15,0.1171245939201778,16,16,152.80071234703064,ASHA-stopped,True,84
7,0.3389064127175265,4,8,3,192,mse,0.0017673371843042,3.3991700020159196e-05,False,75.776784658432,7,7,group_A,77.39925408363342,10.747954845428469,77.39925408363342,0.5755513653286669,7,71277fa0,"trainable_71277fa0_53_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=192,loss=mse,lr=0.0018,weight_decay=0.0000_2026-07-09_02-49-02",0.3389064127175265,0.5641301630477014,0.5673958080506009,0.7945252890534373,71277fa0,53,7,0.3389064127175265,8,8,88.28425550460815,ASHA-stopped,True,85
6,0.1461600097556593,1,4,2,128,smoothl1,0.0014531711494466,7.474778140209621e-06,False,63.83552432060242,6,6,group_A,65.44270730018616,10.649093627929688,65.44270730018616,0.2559506117296972,6,04cd22e9,"trainable_04cd22e9_54_alignn_layers=1,batch_size=4,gcn_layers=2,hidden_features=128,loss=smoothl1,lr=0.0015,weight_decay=0.0000_2026-07-09_02-49-17",0.1461600097556593,0.5993623319982848,0.6204450236003519,0.7442172088957117,04cd22e9,54,6,0.1461600097556593,8,8,86.78418350219727,ASHA-stopped,True,86
11,0.1131048962552711,1,8,3,192,smoothl1,0.0005241916482755,2.7516465510440347e-05,False,95.65590405464172,11,11,group_A,97.23595333099364,8.65437936782837,97.23595333099364,0.1736738806476398,11,9d58509b,"trainable_9d58509b_55_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=192,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-49-20",0.1131048962552711,0.5208569917995953,0.7102745909186114,0.650213010984175,9d58509b,55,11,0.1131048962552711,16,16,140.84006690979004,ASHA-stopped,True,87
12,0.1175741679453976,3,8,1,256,smoothl1,0.001398707003703,2.3877540043001654e-06,False,114.47362947463988,12,12,group_B,116.00295305252077,9.62119722366333,116.00295305252077,0.1885205826785236,12,5de1ad41,"trainable_5de1ad41_33_alignn_layers=3,batch_size=8,gcn_layers=1,hidden_features=256,loss=smoothl1,lr=0.0014,weight_decay=0.0000_2026-07-09_02-49-13",0.1175741679453976,0.5041269279634248,0.6869983953763756,0.6758271664213736,5de1ad41,33,12,0.1175741679453976,16,16,154.00777649879456,ASHA-stopped,True,88
49,0.0580954067285847,2,8,1,128,smoothl1,0.0006830327403212,1.7983473523226703e-05,False,429.42902755737305,49,49,group_A,430.90531826019287,8.923498392105103,430.90531826019287,0.0575271012393942,49,20c59249,"trainable_20c59249_56_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_02-49-27",0.0580954067285847,0.329095839627992,0.8412666737032165,0.4812784565497661,20c59249,56,49,0.0580954067285847,50,50,439.6534593105316,full-budget,True,89
4,0.2892740882893719,1,4,3,256,mse,0.0009554493587501,4.3954959165476895e-05,False,45.04542016983032,4,4,group_A,46.631901264190674,11.414777040481567,46.631901264190674,0.6822255967335727,4,9cf0cb7b,"trainable_9cf0cb7b_57_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=256,loss=mse,lr=0.0010,weight_decay=0.0000_2026-07-09_02-50-01",0.2892740882893719,0.5714064206687811,0.6307500271511942,0.7340448554830581,9cf0cb7b,57,4,0.2892740882893719,8,8,92.05999612808228,ASHA-stopped,True,90
7,0.1667598722867234,3,8,4,128,smoothl1,0.0008320494364661,5.235979979713423e-06,False,73.91379189491272,7,7,group_A,75.50698518753052,10.398171424865724,75.50698518753052,0.199821801357084,7,438a7851,"trainable_438a7851_58_alignn_layers=3,batch_size=8,gcn_layers=4,hidden_features=128,loss=smoothl1,lr=0.0008,weight_decay=0.0000_2026-07-09_02-50-21",0.1667598722867234,0.6167413191446236,0.5442153949325852,0.8155342207805906,438a7851,58,7,0.1667598722867234,8,8,86.09284925460815,ASHA-stopped,True,91
26,0.0667150618518313,4,8,2,192,smoothl1,0.0013081177011883,3.4202673546810175e-06,False,273.6414427757263,26,26,group_A,275.1846704483032,10.45696496963501,275.1846704483032,0.1129221374744094,26,cdc59bdf,"trainable_cdc59bdf_59_alignn_layers=4,batch_size=8,gcn_layers=2,hidden_features=192,loss=smoothl1,lr=0.0013,weight_decay=0.0000_2026-07-09_02-50-35",0.0667150618518313,0.3740802680559417,0.8272656207114351,0.5020555300476904,cdc59bdf,59,26,0.0667150618518313,32,32,338.31740164756775,ASHA-stopped,True,92
31,0.0721090631805872,1,8,3,256,smoothl1,0.0004716167879431,9.039025905554512e-06,False,270.31614875793457,31,31,group_A,271.82421612739563,8.813632488250732,271.82421612739563,0.075452262916436,31,9e1f9885,"trainable_9e1f9885_60_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-50-48",0.0721090631805872,0.3596710197949754,0.7964928147361878,0.544944453976389,9e1f9885,60,31,0.0721090631805872,32,32,280.491286277771,ASHA-stopped,True,93
4,0.1674497554463053,3,4,3,128,smoothl1,0.0003467426094904,2.1797083843464835e-06,False,56.461591720581055,4,4,group_A,58.12437057495117,13.995279788970947,58.12437057495117,0.2909374330156017,4,10bb03ea,"trainable_10bb03ea_61_alignn_layers=3,batch_size=4,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_02-50-51",0.1674497554463053,0.612493599943514,0.5485730790968797,0.8116262609711514,10bb03ea,61,4,0.1674497554463053,8,8,113.9579939842224,ASHA-stopped,True,94
5,0.2948613378105971,4,8,3,128,mse,0.000370640634323,1.5526690831231636e-06,False,55.79055595397949,5,5,group_B,57.39362812042236,10.965835809707642,57.39362812042236,0.5796188314232565,5,5a509b79,"trainable_5a509b79_34_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=128,loss=mse,lr=0.0004,weight_decay=0.0000_2026-07-09_02-49-56",0.2948613378105971,0.5834925922364602,0.6236180697818603,0.7410998849158338,5a509b79,34,5,0.2948613378105971,8,8,90.87545728683472,ASHA-stopped,True,95
8,0.2848623587340905,1,8,4,192,mse,0.0011247675300283,1.3034044239828468e-05,True,75.08023762702942,8,8,group_A,76.74198842048645,9.339475154876707,76.74198842048645,0.52731224152899,8,b9c01af2,"trainable_b9c01af2_62_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=192,loss=mse,lr=0.0011,weight_decay=0.0000_2026-07-09_02-51-23",0.2848623587340905,0.5685649070752742,0.636381465099936,0.728425883792756,b9c01af2,62,8,0.2848623587340905,8,8,76.74198842048645,ASHA-stopped,True,96
49,0.0570656460310731,2,8,1,128,smoothl1,0.0006361814077475,5.262548287855226e-05,False,430.5608401298523,49,49,group_A,432.1009407043457,8.731389999389648,432.1009407043457,0.058613348570778,49,d8185fd5,"trainable_d8185fd5_63_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0006,weight_decay=0.0001_2026-07-09_02-51-51",0.0570656460310731,0.3254402582495965,0.8458956834129632,0.4742089705040128,d8185fd5,63,49,0.0570656460310731,50,50,440.9593324661255,full-budget,True,97
14,0.1106778410455537,1,8,3,256,smoothl1,0.0005504141606635,7.859385327532878e-05,False,122.62558937072754,14,14,group_A,124.18210458755492,8.760242938995361,124.18210458755492,0.1650352133309237,14,f7596a16,"trainable_f7596a16_64_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0006,weight_decay=0.0001_2026-07-09_02-51-56",0.1106778410455537,0.4750711503426834,0.7110500168113716,0.6493423075562313,f7596a16,64,14,0.1106778410455537,16,16,142.19293808937073,ASHA-stopped,True,98
