best_epoch,best_val_loss_model_space,config_alignn_layers,config_batch_size,config_gcn_layers,config_hidden_features,config_loss,config_lr,config_weight_decay,done,elapsed_seconds,epoch,iterations_since_restore,run_group,time_since_restore,time_this_iter_s,time_total_s,train_loss_model_space,training_iteration,trial_id,trial_name,val_loss_model_space,val_mae,val_r2,val_rmse
8,0.132403425990589,3,4,3,64,smoothl1,0.000525191145447,1.2662360512437638e-05,False,181.8843710422516,13,13,group_B,190.968554019928,13.691457986831663,190.968554019928,0.2086652764453355,13,a8eaad57,"trainable_a8eaad57_1_alignn_layers=3,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-22-02",0.1484825169992825,0.5788280000528226,0.5952951189494184,0.768478257291173
8,0.132403425990589,3,4,3,64,smoothl1,0.000525191145447,1.2662360512437638e-05,False,195.5433783531189,14,14,group_B,204.62495946884155,13.656405448913574,204.62495946884155,0.2153512811689215,14,a8eaad57,"trainable_a8eaad57_1_alignn_layers=3,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-22-02",0.1672651467736436,0.6132113145474644,0.5509643204263173,0.8094737849764736
8,0.132403425990589,3,4,3,64,smoothl1,0.000525191145447,1.2662360512437638e-05,False,209.30822730064392,15,15,group_B,218.3872821331024,13.762322664260864,218.3872821331024,0.2113187524610842,15,a8eaad57,"trainable_a8eaad57_1_alignn_layers=3,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-22-02",0.1392450806088548,0.5665803629181085,0.6312374926504836,0.7335601706612884
8,0.132403425990589,3,4,3,64,smoothl1,0.000525191145447,1.2662360512437638e-05,True,222.9930386543274,16,16,group_B,232.06975054740903,13.68246841430664,232.06975054740903,0.2051802898608172,16,a8eaad57,"trainable_a8eaad57_1_alignn_layers=3,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-22-02",0.1430755177187541,0.5450907225070494,0.6121368389135053,0.752318306055941
1,0.2154789772771653,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,10.623183012008669,1,1,group_B,12.22795057296753,12.22795057296753,12.22795057296753,0.3621449252643265,1,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.2154789772771653,0.703635030934307,0.4060862643465365,0.9309450520129856
2,0.2002663875304202,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,20.370686292648315,2,2,group_B,21.969866514205933,9.741915941238403,21.969866514205933,0.269818289115917,2,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.2002663875304202,0.6860629352246224,0.4580538645463048,0.8892838905860454
3,0.1649051790751477,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,30.26938509941101,3,3,group_B,31.86581778526306,9.895951271057127,31.86581778526306,0.2386509118266918,3,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.1649051790751477,0.6091244441977451,0.5523082169251825,0.8082615604277228
4,0.1530680882709997,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,39.9769606590271,4,4,group_B,41.57049560546875,9.704677820205688,41.57049560546875,0.2270517170900102,4,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.1530680882709997,0.5973564620169596,0.596669671377094,0.7671721053835171
4,0.1530680882709997,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,49.71620750427246,5,5,group_B,51.30664134025574,9.736145734786987,51.30664134025574,0.2139810729499629,5,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.1577753620961355,0.611930658665559,0.589546544968211,0.7739168833978828
4,0.1530680882709997,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,59.8488392829895,6,6,group_B,61.43564009666443,10.128998756408691,61.43564009666443,0.211282988199676,6,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.158826252613118,0.5955119090561256,0.5706240461763787,0.7915552301824523
7,0.1344313143244969,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,False,69.8698079586029,7,7,group_B,71.45356798171997,10.017927885055542,71.45356798171997,0.202652259954816,7,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.1344313143244969,0.537135370507071,0.6419049001233497,0.7228722487138329
7,0.1344313143244969,3,8,3,128,smoothl1,0.0008587412728727,1.4631335324825916e-05,True,80.00330519676208,8,8,group_B,81.58438396453857,10.130815982818604,81.58438396453857,0.1959621009758383,8,ae7575ad,"trainable_ae7575ad_36_alignn_layers=3,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-52-12",0.1830076227979685,0.6448777207120352,0.4890765502428897,0.8634561381921804
1,0.193341962401829,4,8,4,192,smoothl1,0.0006527529808836,6.346215118399888e-06,False,12.086247682571411,1,1,group_B,13.68955135345459,13.68955135345459,13.68955135345459,0.4235576462243402,1,b7a391bc,"trainable_b7a391bc_75_alignn_layers=4,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-17-15",0.193341962401829,0.6897595991107769,0.4625005339704572,0.8856280878770971
2,0.1861587220201732,4,8,4,192,smoothl1,0.0006527529808836,6.346215118399888e-06,False,23.1940176486969,2,2,group_B,24.790337800979614,11.100786447525024,24.790337800979614,0.2522338149557779,2,b7a391bc,"trainable_b7a391bc_75_alignn_layers=4,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-17-15",0.1861587220201732,0.6499579262589251,0.4839379990445217,0.8677873285045714
2,0.1861587220201732,4,8,4,192,smoothl1,0.0006527529808836,6.346215118399888e-06,False,34.46945858001709,3,3,group_B,36.06151795387268,11.271180152893066,36.06151795387268,0.2346621180165355,3,b7a391bc,"trainable_b7a391bc_75_alignn_layers=4,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-17-15",0.2178658343969829,0.7349637366265028,0.4141594797959619,0.924596120037641
4,0.1751467581621553,4,8,4,192,smoothl1,0.0006527529808836,6.346215118399888e-06,False,45.48123097419739,4,4,group_B,47.07021379470825,11.008695840835571,47.07021379470825,0.2187072231659299,4,b7a391bc,"trainable_b7a391bc_75_alignn_layers=4,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-17-15",0.1751467581621553,0.6419667275797175,0.5283703674184466,0.8295888480274087
