best_epoch,best_val_loss_model_space,config_alignn_layers,config_batch_size,config_gcn_layers,config_hidden_features,config_loss,config_lr,config_weight_decay,done,epoch,num_reported_rows,run_group,test_mae,test_r2,test_rmse,time_total_s,training_iteration,trial_name,val_loss_model_space,val_mae,val_r2,val_rmse
47,0.0577778012821914,1,8,3,64,smoothl1,0.0006727388310944,6.588304591447295e-06,True,50,50,group_A,,,,435.7597172260285,50,"trainable_5be4fe28_149_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-22-36",0.0585383733084041,0.3308551157357323,0.8415557410961687,0.4808400315887893
15,0.1056347690798618,1,8,1,64,smoothl1,0.000618263325877,9.851968221056812e-05,True,16,16,group_A,,,,132.3067708015442,16,"trainable_5c0fce6d_189_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0001_2026-07-09_03-37-10",0.1247923922325883,0.4981043238211613,0.6138760242096855,0.7506297066854245
47,0.0558859681434653,1,8,3,64,smoothl1,0.0007031405806703,6.761607201166299e-05,True,50,50,group_A,,,,428.96500849723816,50,"trainable_5d933394_9_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0001_2026-07-09_02-22-25",0.0560118195270656,0.3233808911014786,0.8485150647219882,0.4701615247139752
45,0.0619476695776616,3,8,4,192,smoothl1,0.0003855359747,1.9007704791649575e-05,True,50,50,group_A,,,,520.1214702129364,50,"trainable_5e987e12_5_alignn_layers=3,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_02-22-15",0.0739125950587174,0.3614260189082309,0.7972164359188312,0.5439747473974783
15,0.1128406383530803,3,8,2,192,smoothl1,0.0018734384564073,1.4646713083160687e-05,True,16,16,group_A,,,,158.2581000328064,16,"trainable_5ec9c37c_144_alignn_layers=3,batch_size=8,gcn_layers=2,hidden_features=192,loss=smoothl1,lr=0.0019,weight_decay=0.0000_2026-07-09_03-21-37",0.1364842138041264,0.5518706344689372,0.6414511608031295,0.7233300764368484
43,0.0545799266793346,2,8,1,128,smoothl1,0.0008572606989695,1.7967951962185915e-05,True,50,50,group_A,,,,441.49490237236023,50,"trainable_60367fb3_74_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-57-24",0.0557701090133931,0.3202755238221149,0.8527660699143615,0.4635176922853359
12,0.0968878545931407,1,8,1,64,smoothl1,0.0010371861085153,3.111887260319696e-06,True,16,16,group_A,,,,129.1382908821106,16,"trainable_61203f1c_166_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_03-29-43",0.1186787150800228,0.485993103760665,0.6447458538450344,0.7199990789830917
15,0.1272191407267378,1,4,2,192,smoothl1,0.0010079146336439,3.496631058790507e-05,True,16,16,group_A,,,,171.6282594203949,16,"trainable_662322f8_18_alignn_layers=1,batch_size=4,gcn_layers=2,hidden_features=192,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_02-29-15",0.1321740232053257,0.5500114414654149,0.655294027361424,0.7092294606642787
6,0.162279103168104,2,4,1,64,smoothl1,0.0007214038437598,1.6547144418697823e-06,True,8,8,group_A,,,,89.51164102554321,8,"trainable_6982e1d0_199_alignn_layers=2,batch_size=4,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-39-59",0.1861494006145568,0.6608167611959348,0.483312278330319,0.8683132614469713
7,0.1478026421770217,1,8,3,64,smoothl1,0.001088412888843,6.359658906087704e-05,True,8,8,group_A,,,,71.11062717437744,8,"trainable_6b241595_186_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0011,weight_decay=0.0001_2026-07-09_03-35-59",0.1847893892733192,0.6439516866422831,0.4689163153047303,0.8803266373239285
31,0.0661288183773793,2,8,1,256,smoothl1,0.0006554384964282,1.8992353265438224e-05,True,32,32,group_A,,,,285.55195140838623,32,"trainable_6f1f00b0_185_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=256,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-35-56",0.0812066479551571,0.3778426213112687,0.7739343703224789,0.5743539769206112
8,0.3138371669741535,1,8,1,128,mse,0.0013446808116278,1.2587360087725135e-05,True,8,8,group_A,,,,66.36467552185059,8,"trainable_6fcd7b39_50_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=128,loss=mse,lr=0.0013,weight_decay=0.0000_2026-07-09_02-48-47",0.3138371669741535,0.5887494319781412,0.5993959764003213,0.7645748650400718
7,0.3389064127175265,4,8,3,192,mse,0.0017673371843042,3.3991700020159196e-05,True,8,8,group_A,,,,88.28425550460815,8,"trainable_71277fa0_53_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=192,loss=mse,lr=0.0018,weight_decay=0.0000_2026-07-09_02-49-02",0.4393901141389968,0.6606114708408419,0.4391312741605607,0.9046758047685596
6,0.3107346720086834,3,4,1,256,mse,0.0009034933366724,1.8151075473843411e-06,True,8,8,group_A,,,,102.40548205375671,8,"trainable_713577d3_11_alignn_layers=3,batch_size=4,gcn_layers=1,hidden_features=256,loss=mse,lr=0.0009,weight_decay=0.0000_2026-07-09_02-23-58",0.3742651225082458,0.6692872427229378,0.522261436991342,0.8349443163288157
47,0.0561531220400144,1,8,3,64,smoothl1,0.0006520855603569,6.359540403868527e-06,True,50,50,group_A,,,,433.4703152179718,50,"trainable_71785416_71_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_02-55-34",0.0562106586263451,0.3311640688000913,0.8504259542057256,0.4671867140533278
15,0.1073739354414914,1,8,1,64,smoothl1,0.0005799338507569,3.055263871751377e-05,True,16,16,group_A,,,,128.830171585083,16,"trainable_72b1a3a3_99_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_03-08-29",0.1283433857871584,0.5065889449171825,0.6029412035948392,0.7611842160315512
4,0.1576642502079565,2,8,4,256,smoothl1,0.0008195318288939,8.790443925318105e-05,True,8,8,group_A,,,,80.11499500274658,8,"trainable_72dcbf69_98_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=256,loss=smoothl1,lr=0.0008,weight_decay=0.0001_2026-07-09_03-08-26",0.17011199808783,0.6214853418445537,0.5362182510635002,0.822657743998765
27,0.0751557559878737,1,8,3,64,smoothl1,0.0004847940491288,3.691095393920768e-06,True,32,32,group_A,,,,278.8925220966339,32,"trainable_73bf078f_157_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_03-24-49",0.079487625568632,0.3894096712173603,0.7740487710588859,0.5742086323301313
6,0.1592837767232032,4,8,3,128,smoothl1,0.001351899395387,8.754279068861869e-06,True,8,8,group_A,,,,88.07422351837158,8,"trainable_751b9b39_145_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0014,weight_decay=0.0000_2026-07-09_03-21-49",0.1940670692061305,0.6467096937181441,0.4525282304384651,0.8938059225870583
6,0.3227995811473755,2,8,1,64,mse,0.001115415040771,6.331417377268497e-05,True,8,8,group_A,,,,70.71738505363464,8,"trainable_76c9bd23_43_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0011,weight_decay=0.0001_2026-07-09_02-45-58",0.3653299564880038,0.6190405416221829,0.533666918721782,0.824917421823739
14,0.1171695761500843,2,8,4,192,smoothl1,0.0012929142186671,3.863087890070106e-05,True,16,16,group_A,,,,158.20756077766418,16,"trainable_7bf8437d_94_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=192,loss=smoothl1,lr=0.0013,weight_decay=0.0000_2026-07-09_03-06-58",0.1198911705108546,0.5207650876239599,0.6880576247526833,0.6746826632674569
7,0.3504664945223975,1,4,4,192,mse,0.0019794684641892,2.7873468773732206e-06,True,8,8,group_A,,,,96.26019859313963,8,"trainable_7f8f3817_15_alignn_layers=1,batch_size=4,gcn_layers=4,hidden_features=192,loss=mse,lr=0.0020,weight_decay=0.0000_2026-07-09_02-26-43",0.4163554780697696,0.6667194869323135,0.4685343143391246,0.880643183647571
14,0.0927351469361277,2,8,3,64,smoothl1,0.0008972573163458,2.2427782555836484e-05,True,16,16,group_A,,,,150.80093598365784,16,"trainable_7fa923fb_159_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_03-25-04",0.1565990936030786,0.5488656918651308,0.526044984527668,0.8316314886292524
8,0.2543466024928623,2,8,3,64,mse,0.0010789203384413,1.189716814672804e-05,True,8,8,group_A,,,,77.39747595787048,8,"trainable_806e8f13_133_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=64,loss=mse,lr=0.0011,weight_decay=0.0000_2026-07-09_03-18-54",0.2543466024928623,0.5392606619092126,0.6753339531202205,0.6883048025639019
27,0.0758491866487674,3,4,2,64,smoothl1,0.0007258580876798,1.1488262113764022e-05,True,32,32,group_A,,,,425.31170296669006,32,"trainable_8282d277_101_alignn_layers=3,batch_size=4,gcn_layers=2,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-08-51",0.1099263607627815,0.4786721223887069,0.6948186142941715,0.667331128566319
7,0.1573472003299723,1,4,1,64,smoothl1,0.0003878183533843,6.912054541172645e-06,True,8,8,group_A,,,,78.856374502182,8,"trainable_83ea36c7_181_alignn_layers=1,batch_size=4,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_03-34-30",0.1733584530927517,0.6329001501922766,0.5369152420711961,0.8220393489883919
8,0.1612127087813205,2,8,4,64,smoothl1,0.0011774223760527,2.658521461394467e-05,True,8,8,group_A,,,,78.5314588546753,8,"trainable_8b79a7cc_119_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=64,loss=smoothl1,lr=0.0012,weight_decay=0.0000_2026-07-09_03-13-43",0.1612127087813205,0.5989156569730113,0.5746790667556891,0.7878086451921836
7,0.16047563447208,4,4,2,64,smoothl1,0.0015788514503775,2.147438469280577e-05,True,8,8,group_A,,,,114.22459840774536,8,"trainable_8c899e1a_65_alignn_layers=4,batch_size=4,gcn_layers=2,hidden_features=64,loss=smoothl1,lr=0.0016,weight_decay=0.0000_2026-07-09_02-51-59",0.1704864022987229,0.6294340872558273,0.5264991903635915,0.83123290394866
12,0.087446926427739,2,8,3,256,smoothl1,0.0010172192062056,7.700459000201792e-06,True,16,16,group_A,,,,155.66557574272156,16,"trainable_9059c1b1_135_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_03-19-08",0.1291475811450885,0.5180657183076551,0.6475462738538509,0.7171556369821537
11,0.0877513088404186,2,8,1,192,smoothl1,0.0011869643768468,2.150224753688634e-05,True,16,16,group_A,,,,141.95910263061523,16,"trainable_910e76e7_91_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=192,loss=smoothl1,lr=0.0012,weight_decay=0.0000_2026-07-09_03-06-06",0.1619441428827861,0.5746345633285596,0.498871937582573,0.8551390222431005
15,0.1133349050605107,1,4,3,192,smoothl1,0.0003426304049889,1.7787538314632982e-06,True,16,16,group_A,,,,182.00985097885132,16,"trainable_91425a22_163_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=192,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_03-28-37",0.1421698245894972,0.541042432528759,0.6111927261201446,0.7532333731568036
15,0.1051766823523889,1,8,1,64,smoothl1,0.0006300050290787,5.578196771392237e-06,True,16,16,group_A,,,,129.11825513839722,16,"trainable_916bb2cb_136_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_03-19-16",0.1244749930741452,0.4965260825659459,0.6142348630701517,0.7502808320558906
7,0.1448964694978068,1,8,4,128,smoothl1,0.0012217271831665,8.108807746180727e-05,True,8,8,group_A,,,,74.34596180915833,8,"trainable_91aadb0e_26_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=128,loss=smoothl1,lr=0.0012,weight_decay=0.0001_2026-07-09_02-32-54",0.1876055776047959,0.6572376759074217,0.4884866575260369,0.8639544511530448
7,0.2739160843784847,4,8,2,128,mse,0.0019334590000548,1.0699037848330158e-05,True,8,8,group_A,,,,86.26340961456299,8,"trainable_9204b1d8_48_alignn_layers=4,batch_size=8,gcn_layers=2,hidden_features=128,loss=mse,lr=0.0019,weight_decay=0.0000_2026-07-09_02-47-55",0.5199586012691417,0.6471140273696069,0.3362879325955157,0.9841294318360854
16,0.1055311100192801,2,8,1,128,smoothl1,0.0006547285756222,5.278415660048835e-05,True,16,16,group_A,,,,141.43351697921753,16,"trainable_92cdb63d_77_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0007,weight_decay=0.0001_2026-07-09_02-59-20",0.1055311100192801,0.4602795460353282,0.7078134874211108,0.652968822982989
48,0.058755828875792,3,8,4,256,smoothl1,0.0006438312148701,2.5000615905305876e-06,True,50,50,group_A,,,,523.0858833789825,50,"trainable_94195bc9_13_alignn_layers=3,batch_size=8,gcn_layers=4,hidden_features=256,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_02-25-48",0.068062028911694,0.3441801968517838,0.8129699871117453,0.5224178591811187
50,0.0561936210801519,1,8,3,64,smoothl1,0.0006566152061114,4.843583916499229e-06,True,50,50,group_A,,,,434.17891478538513,50,"trainable_944d8f98_146_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-21-52",0.0561936210801519,0.3293552579010457,0.8499677894739699,0.4679016937491139
27,0.0740702095485869,1,8,3,64,smoothl1,0.000499204436604,2.522533311336008e-06,True,32,32,group_A,,,,276.87849402427673,32,"trainable_95971f48_67_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-53-11",0.0792807760012764,0.3914886878659674,0.7749498180286296,0.5730625757413358
5,0.308257587056942,4,8,3,128,mse,0.0006681820955283,2.7779358900615495e-05,True,8,8,group_A,,,,89.53628659248352,8,"trainable_986b4625_102_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=128,loss=mse,lr=0.0007,weight_decay=0.0000_2026-07-09_03-09-32",0.3585248501212508,0.5936488240464007,0.5423534291863469,0.8171983282236798
4,0.3118198111889854,4,4,2,192,mse,0.0006572448959052,2.9393524030128084e-06,True,8,8,group_A,,,,119.77362203598022,8,"trainable_9941d8e7_17_alignn_layers=4,batch_size=4,gcn_layers=2,hidden_features=192,loss=mse,lr=0.0007,weight_decay=0.0000_2026-07-09_02-28-32",0.3390444335798738,0.6481207849488052,0.567219634310095,0.7946870538338079
50,0.0672140995819101,1,8,3,64,smoothl1,0.000303205299573,2.562383962079881e-05,True,50,50,group_A,,,,435.34026741981506,50,"trainable_99e278c5_22_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_02-31-01",0.0672140995819101,0.3638343718022659,0.8220602940841224,0.5095640696822812
14,0.1008781073861336,2,8,3,64,smoothl1,0.0005516716920011,9.135277723172045e-05,True,16,16,group_A,,,,149.60310816764832,16,"trainable_9a8f9451_167_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0001_2026-07-09_03-30-05",0.1318864521802102,0.5060446364654617,0.6170386748425946,0.7475492702791492
4,0.2892740882893719,1,4,3,256,mse,0.0009554493587501,4.3954959165476895e-05,True,8,8,group_A,,,,92.05999612808228,8,"trainable_9cf0cb7b_57_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=256,loss=mse,lr=0.0010,weight_decay=0.0000_2026-07-09_02-50-01",0.5092383396057856,0.7561017234426605,0.3499720515630665,0.9739314230324008
11,0.1131048962552711,1,8,3,192,smoothl1,0.0005241916482755,2.7516465510440347e-05,True,16,16,group_A,,,,140.84006690979004,16,"trainable_9d58509b_55_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=192,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-49-20",0.1457406161402268,0.5417226738728607,0.5679670500538292,0.794000541310963
8,0.1784543307527663,3,8,4,256,smoothl1,0.0006832259700287,5.2070287018586594e-06,True,8,8,group_A,,,,84.44887948036194,8,"trainable_9da6cffb_28_alignn_layers=3,batch_size=8,gcn_layers=4,hidden_features=256,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_02-34-45",0.1784543307527663,0.6333612482140195,0.4587555296420806,0.8887080201028259
31,0.0721090631805872,1,8,3,256,smoothl1,0.0004716167879431,9.039025905554512e-06,True,32,32,group_A,,,,280.491286277771,32,"trainable_9e1f9885_60_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=256,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_02-50-48",0.0769318038814518,0.3795944673344811,0.7831936227543059,0.5624687382308359
15,0.1061345939992596,1,8,1,64,smoothl1,0.0006081514117616,4.946396639358978e-05,True,16,16,group_A,,,,129.07235598564148,16,"trainable_9ec27c41_129_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0006,weight_decay=0.0000_2026-07-09_03-17-00",0.1256700465702032,0.50043890136475,0.6112774182185852,0.7531513320099662
2,0.1717248471089141,2,8,4,256,smoothl1,0.0011385269545454,1.3548408970564106e-05,True,8,8,group_A,,,,80.04157090187073,8,"trainable_a093b8d0_90_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=256,loss=smoothl1,lr=0.0011,weight_decay=0.0000_2026-07-09_03-05-30",0.1751738711797371,0.6285744184695954,0.5140550879963239,0.8420849060215428
27,0.0736615253444859,1,8,3,64,smoothl1,0.0005181432261394,8.128007224637107e-06,True,32,32,group_A,,,,277.0310814380646,32,"trainable_a13f7f0b_154_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0005,weight_decay=0.0000_2026-07-09_03-23-50",0.0787246493652226,0.3874344078935632,0.7748805466174129,0.5731507645149329
16,0.109487576695977,2,8,4,128,smoothl1,0.0010236149000515,7.115826357186458e-05,True,16,16,group_A,,,,159.06428980827332,16,"trainable_a26df154_104_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=128,loss=smoothl1,lr=0.0010,weight_decay=0.0001_2026-07-09_03-09-45",0.109487576695977,0.4718671978836375,0.7017591505888169,0.6596991538539317
7,0.3159240052182838,1,8,1,64,mse,0.0011369657928473,1.9625708469481675e-05,True,8,8,group_A,,,,65.71512460708618,8,"trainable_a470874b_143_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0011,weight_decay=0.0000_2026-07-09_03-21-34",0.3213208108825027,0.5908899833700815,0.589843320696455,0.7736370449947872
7,0.1614000823289629,2,4,1,64,smoothl1,0.0003275696972126,5.7712329000180454e-06,True,8,8,group_A,,,,90.87786030769348,8,"trainable_a4ec49ca_111_alignn_layers=2,batch_size=4,gcn_layers=1,hidden_features=64,loss=smoothl1,lr=0.0003,weight_decay=0.0000_2026-07-09_03-11-46",0.1731183449663813,0.6431607912506738,0.5357272263061125,0.8230931195372367
8,0.2493865917284022,2,8,3,64,mse,0.000975950953218,5.5355958601817785e-05,True,8,8,group_A,,,,77.22179937362671,8,"trainable_a5aef4ce_182_alignn_layers=2,batch_size=8,gcn_layers=3,hidden_features=64,loss=mse,lr=0.0010,weight_decay=0.0001_2026-07-09_03-34-34",0.2493865917284022,0.5384464243933538,0.6816652615425682,0.6815604487221045
8,0.2807111620272278,4,8,3,64,mse,0.000715521482205,3.7095450811052512e-06,True,8,8,group_A,,,,86.31948614120483,8,"trainable_a5f0b430_45_alignn_layers=4,batch_size=8,gcn_layers=3,hidden_features=64,loss=mse,lr=0.0007,weight_decay=0.0000_2026-07-09_02-47-11",0.2807111620272278,0.5730999017811257,0.6416803592417921,0.7230988490436105
7,0.1453211508573047,1,8,3,64,smoothl1,0.0009725530968753,1.6724174082468256e-05,True,8,8,group_A,,,,70.45845818519592,8,"trainable_a7313385_153_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_03-23-35",0.177724923130381,0.6328870359898531,0.4935219267616864,0.8596916082021911
49,0.0558947320515043,2,8,1,128,smoothl1,0.0009890018658869,1.9036185510194336e-06,True,50,50,group_A,,,,444.1372203826904,50,"trainable_a88bc9d2_114_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0010,weight_decay=0.0000_2026-07-09_03-12-28",0.0564826738247007,0.3224729586265211,0.8469947182024937,0.4725149728455297
14,0.118613247104265,3,8,2,192,smoothl1,0.0003731187745289,4.2521201620759505e-05,True,16,16,group_A,,,,159.8596544265747,16,"trainable_a9e52a25_130_alignn_layers=3,batch_size=8,gcn_layers=2,hidden_features=192,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_03-17-28",0.1201023988070942,0.5111673855326676,0.672635141790237,0.6911596751459333
7,0.1428550391916244,1,8,3,64,smoothl1,0.0008592069915867,2.639384108602472e-06,True,8,8,group_A,,,,70.28962874412537,8,"trainable_aa5e1b4b_148_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_03-22-20",0.1680872737178727,0.6167808058396208,0.5267703155009373,0.8309948891436366
6,0.1615723705402127,1,4,3,64,smoothl1,0.0014662911055894,1.7496486705633637e-05,True,8,8,group_A,,,,90.36791467666626,8,"trainable_ac291598_106_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0015,weight_decay=0.0000_2026-07-09_03-10-02",0.1928181194123767,0.6749742172411336,0.4492165750845266,0.8965051617049412
7,0.2925728740830901,1,8,1,64,mse,0.0004991756980499,1.304543722907329e-06,True,8,8,group_A,,,,65.38095712661743,8,"trainable_acea26d3_170_alignn_layers=1,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0005,weight_decay=0.0000_2026-07-09_03-31-09",0.3115193025460319,0.5859641980148844,0.602354653325017,0.7617462336047489
13,0.2048150276538556,4,8,1,64,mse,0.0004048109250561,4.955788032554616e-05,True,16,16,group_A,,,,162.3207323551178,16,"trainable_aed0ae9a_10_alignn_layers=4,batch_size=8,gcn_layers=1,hidden_features=64,loss=mse,lr=0.0004,weight_decay=0.0000_2026-07-09_02-23-50",0.2480175692253012,0.5233831001576947,0.6834127798292228,0.6796871400997676
6,0.1558160859125631,3,4,2,192,smoothl1,0.0004045764840024,2.502859380690213e-05,True,8,8,group_A,,,,106.79063177108765,8,"trainable_af10ff27_137_alignn_layers=3,batch_size=4,gcn_layers=2,hidden_features=192,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_03-19-40",0.1929743253680133,0.6754348193993412,0.415247603940455,0.9237370611931544
41,0.0623452092259728,1,8,3,128,smoothl1,0.0004141015728653,2.3553863061585235e-05,True,50,50,group_A,,,,436.0114626884461,50,"trainable_b0540049_37_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_02-41-41",0.0639363827637184,0.3491113885989365,0.8278531330457718,0.5012009953097206
27,0.0741799573497797,1,8,3,64,smoothl1,0.000442946580144,3.319705627796976e-06,True,32,32,group_A,,,,275.35565876960754,32,"trainable_b09a6893_72_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0004,weight_decay=0.0000_2026-07-09_02-55-38",0.0794041761389327,0.3961557022164062,0.7778780593586085,0.5693221658323586
6,0.16374318944241,1,4,3,64,smoothl1,0.0008896800390509,3.9701861486812176e-05,True,8,8,group_A,,,,92.51197266578674,8,"trainable_b153a7af_44_alignn_layers=1,batch_size=4,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_02-46-15",0.1760194880306405,0.6471203192148977,0.5105474654798173,0.8451185884046475
7,0.1417796995352815,1,8,3,64,smoothl1,0.0007036471694662,7.933271102629634e-06,True,8,8,group_A,,,,70.6076967716217,8,"trainable_b356cfa9_86_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_03-04-49",0.1602450399487107,0.6037981651878397,0.5553171036861067,0.8055408632471178
49,0.0570030949970401,2,8,1,128,smoothl1,0.0006911723765137,1.1146041255511656e-05,True,50,50,group_A,,,,438.5697023868561,50,"trainable_b389ba2d_75_alignn_layers=2,batch_size=8,gcn_layers=1,hidden_features=128,loss=smoothl1,lr=0.0007,weight_decay=0.0000_2026-07-09_02-58-00",0.0589753965842266,0.3369188747860546,0.8399936587257847,0.4832044893860482
7,0.1432769389221908,1,8,3,64,smoothl1,0.0008775272318098,1.2382030120681647e-05,True,8,8,group_A,,,,71.14215636253357,8,"trainable_b54fb2db_178_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_03-33-46",0.1696156348500933,0.6196276957379435,0.5215493546311286,0.8355663382697629
42,0.054830474305957,1,8,3,128,smoothl1,0.0019519043375186,1.1078843479060028e-05,True,50,50,group_A,,,,438.3122615814209,50,"trainable_b807e368_35_alignn_layers=1,batch_size=8,gcn_layers=3,hidden_features=128,loss=smoothl1,lr=0.0020,weight_decay=0.0000_2026-07-09_02-39-59",0.060190394018141,0.3285653550973344,0.840724773549338,0.4820992755430525
7,0.1278949304232521,1,8,4,64,smoothl1,0.0012239702100503,5.50968083905165e-05,True,8,8,group_A,,,,75.15012526512146,8,"trainable_b956cb26_112_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=64,loss=smoothl1,lr=0.0012,weight_decay=0.0001_2026-07-09_03-11-58",0.1618314847034752,0.5963362292291715,0.5530752481725829,0.8075688655095017
7,0.1522675238983341,2,8,4,64,smoothl1,0.0009298929264804,2.757679210161215e-05,True,8,8,group_A,,,,79.08265280723572,8,"trainable_b99a598f_82_alignn_layers=2,batch_size=8,gcn_layers=4,hidden_features=64,loss=smoothl1,lr=0.0009,weight_decay=0.0000_2026-07-09_03-02-50",0.1591830189344744,0.5940915329098907,0.5771155606592089,0.7855488835479694
8,0.2848623587340905,1,8,4,192,mse,0.0011247675300283,1.3034044239828468e-05,True,8,8,group_A,,,,76.74198842048645,8,"trainable_b9c01af2_62_alignn_layers=1,batch_size=8,gcn_layers=4,hidden_features=192,loss=mse,lr=0.0011,weight_decay=0.0000_2026-07-09_02-51-23",0.2848623587340905,0.5685649070752742,0.636381465099936,0.728425883792756
